OID;ZeldinioGr;Zeldyno_ko;Invent_dat;USR_ID;LASTUPDATE;DELETED;METOD;SHAPE_area;SHAPE_len
-1;1;;;;;;m23;0,000000000000000;0,000000000000000
-1;2;;;;;;m23;0,000000000000000;0,000000000000000
-1;3;;;;;;m23;0,000000000000000;0,000000000000000
-1;4;;;;;;m23;0,000000000000000;0,000000000000000
-1;5;;;;;;m23;0,000000000000000;0,000000000000000
-1;6;;;;;;m23;0,000000000000000;0,000000000000000
-1;7;;;;;;m23;0,000000000000000;0,000000000000000
-1;8;;;;;;m23;0,000000000000000;0,000000000000000
-1;9;;;;;;m23;0,000000000000000;0,000000000000000
-1;10;;;;;;m23;0,000000000000000;0,000000000000000
-1;11;;;;;;m23;0,000000000000000;0,000000000000000
-1;12;;;;;;m23;0,000000000000000;0,000000000000000
-1;13;;;;;;m23;0,000000000000000;0,000000000000000
-1;14;;;;;;m23;0,000000000000000;0,000000000000000
-1;15;;;;;;m23;0,000000000000000;0,000000000000000
-1;16;;;;;;m23;0,000000000000000;0,000000000000000
-1;17;;;;;;m23;0,000000000000000;0,000000000000000
-1;18;;;;;;m23;0,000000000000000;0,000000000000000
-1;19;;;;;;m23;0,000000000000000;0,000000000000000
-1;20;;;;;;m23;0,000000000000000;0,000000000000000
-1;21;;;;;;m23;0,000000000000000;0,000000000000000
-1;22;;;;;;m23;0,000000000000000;0,000000000000000
-1;23;;;;;;m23;0,000000000000000;0,000000000000000
-1;24;;;;;;m23;0,000000000000000;0,000000000000000
-1;25;;;;;;m23;0,000000000000000;0,000000000000000
-1;26;;;;;;m23;0,000000000000000;0,000000000000000
-1;27;;;;;;m23;0,000000000000000;0,000000000000000
-1;28;;;;;;m23;0,000000000000000;0,000000000000000
-1;29;;;;;;m23;0,000000000000000;0,000000000000000
-1;30;;;;;;m23;0,000000000000000;0,000000000000000
-1;31;;;;;;m23;0,000000000000000;0,000000000000000
-1;32;;;;;;m23;0,000000000000000;0,000000000000000
-1;33;;;;;;m23;0,000000000000000;0,000000000000000
-1;34;;;;;;m23;0,000000000000000;0,000000000000000
-1;35;;;;;;m23;0,000000000000000;0,000000000000000
-1;36;;;;;;m23;0,000000000000000;0,000000000000000
-1;37;;;;;;m23;0,000000000000000;0,000000000000000
-1;38;;;;;;m23;0,000000000000000;0,000000000000000
-1;39;;;;;;m23;0,000000000000000;0,000000000000000
-1;40;;;;;;m23;0,000000000000000;0,000000000000000
-1;41;;;;;;m23;0,000000000000000;0,000000000000000
-1;42;;;;;;m23;0,000000000000000;0,000000000000000
-1;43;;;;;;m23;0,000000000000000;0,000000000000000
-1;44;;;;;;m23;0,000000000000000;0,000000000000000
-1;45;;;;;;m23;0,000000000000000;0,000000000000000
-1;46;;;;;;m23;0,000000000000000;0,000000000000000
-1;47;;;;;;m23;0,000000000000000;0,000000000000000
-1;48;;;;;;m23;0,000000000000000;0,000000000000000
-1;49;;;;;;m23;0,000000000000000;0,000000000000000
-1;50;;;;;;m23;0,000000000000000;0,000000000000000
-1;51;;;;;;m23;0,000000000000000;0,000000000000000
-1;52;;;;;;m23;0,000000000000000;0,000000000000000
-1;53;;;;;;m23;0,000000000000000;0,000000000000000
-1;54;;;;;;m23;0,000000000000000;0,000000000000000
-1;55;;;;;;m23;0,000000000000000;0,000000000000000
-1;56;;;;;;m23;0,000000000000000;0,000000000000000
-1;57;;;;;;m23;0,000000000000000;0,000000000000000
-1;58;;;;;;m23;0,000000000000000;0,000000000000000
-1;59;;;;;;m23;0,000000000000000;0,000000000000000
-1;60;;;;;;m23;0,000000000000000;0,000000000000000
-1;61;;;;;;m23;0,000000000000000;0,000000000000000
-1;62;;;;;;m23;0,000000000000000;0,000000000000000
-1;63;;;;;;m23;0,000000000000000;0,000000000000000
-1;64;;;;;;m23;0,000000000000000;0,000000000000000
-1;65;;;;;;m23;0,000000000000000;0,000000000000000
-1;66;;;;;;m23;0,000000000000000;0,000000000000000
-1;67;;;;;;m23;0,000000000000000;0,000000000000000
-1;68;;;;;;m23;0,000000000000000;0,000000000000000
-1;69;;;;;;m23;0,000000000000000;0,000000000000000
-1;70;;;;;;m23;0,000000000000000;0,000000000000000
-1;71;;;;;;m23;0,000000000000000;0,000000000000000
-1;72;;;;;;m23;0,000000000000000;0,000000000000000
-1;73;;;;;;m23;0,000000000000000;0,000000000000000
-1;74;;;;;;m23;0,000000000000000;0,000000000000000
-1;75;;;;;;m23;0,000000000000000;0,000000000000000
-1;76;;;;;;m23;0,000000000000000;0,000000000000000
-1;77;;;;;;m23;0,000000000000000;0,000000000000000
-1;78;;;;;;m23;0,000000000000000;0,000000000000000
-1;79;;;;;;m23;0,000000000000000;0,000000000000000
-1;80;;;;;;m23;0,000000000000000;0,000000000000000
-1;81;;;;;;m23;0,000000000000000;0,000000000000000
-1;82;;;;;;m23;0,000000000000000;0,000000000000000
-1;83;;;;;;m23;0,000000000000000;0,000000000000000
-1;84;;;;;;m23;0,000000000000000;0,000000000000000
-1;85;;;;;;m23;0,000000000000000;0,000000000000000
-1;86;;;;;;m23;0,000000000000000;0,000000000000000
-1;87;;;;;;m23;0,000000000000000;0,000000000000000
-1;88;;;;;;m23;0,000000000000000;0,000000000000000
-1;89;;;;;;m23;0,000000000000000;0,000000000000000
-1;90;;;;;;m23;0,000000000000000;0,000000000000000
-1;91;;;;;;m23;0,000000000000000;0,000000000000000
-1;92;;;;;;m23;0,000000000000000;0,000000000000000
-1;93;;;;;;m23;0,000000000000000;0,000000000000000
-1;94;;;;;;m23;0,000000000000000;0,000000000000000
-1;95;;;;;;m23;0,000000000000000;0,000000000000000
-1;96;;;;;;m23;0,000000000000000;0,000000000000000
-1;97;;;;;;m23;0,000000000000000;0,000000000000000
-1;98;;;;;;m23;0,000000000000000;0,000000000000000
-1;99;;;;;;m23;0,000000000000000;0,000000000000000
-1;100;;;;;;m23;0,000000000000000;0,000000000000000
-1;101;;;;;;m23;0,000000000000000;0,000000000000000
-1;102;;;;;;m23;0,000000000000000;0,000000000000000
-1;103;;;;;;m23;0,000000000000000;0,000000000000000
-1;104;;;;;;m23;0,000000000000000;0,000000000000000
-1;105;;;;;;m23;0,000000000000000;0,000000000000000
-1;106;;;;;;m23;0,000000000000000;0,000000000000000
-1;107;;;;;;m23;0,000000000000000;0,000000000000000
-1;108;;;;;;m23;0,000000000000000;0,000000000000000
-1;109;;;;;;m23;0,000000000000000;0,000000000000000
-1;110;;;;;;m23;0,000000000000000;0,000000000000000
-1;111;;;;;;m23;0,000000000000000;0,000000000000000
-1;112;;;;;;m23;0,000000000000000;0,000000000000000
-1;113;;;;;;m23;0,000000000000000;0,000000000000000
-1;114;;;;;;m23;0,000000000000000;0,000000000000000
-1;115;;;;;;m23;0,000000000000000;0,000000000000000
-1;116;;;;;;m23;0,000000000000000;0,000000000000000
-1;117;;;;;;m23;0,000000000000000;0,000000000000000
-1;118;;;;;;m23;0,000000000000000;0,000000000000000
-1;119;;;;;;m23;0,000000000000000;0,000000000000000
-1;120;;;;;;m23;0,000000000000000;0,000000000000000
-1;121;;;;;;m23;0,000000000000000;0,000000000000000
-1;122;;;;;;m23;0,000000000000000;0,000000000000000
-1;123;;;;;;m23;0,000000000000000;0,000000000000000
-1;124;;;;;;m23;0,000000000000000;0,000000000000000
-1;125;;;;;;m23;0,000000000000000;0,000000000000000
-1;126;;;;;;m23;0,000000000000000;0,000000000000000
-1;127;;;;;;m23;0,000000000000000;0,000000000000000
-1;128;;;;;;m23;0,000000000000000;0,000000000000000
-1;129;;;;;;m23;0,000000000000000;0,000000000000000
-1;130;;;;;;m23;0,000000000000000;0,000000000000000
-1;131;;;;;;m23;0,000000000000000;0,000000000000000
-1;132;;;;;;m23;0,000000000000000;0,000000000000000
-1;133;;;;;;m23;0,000000000000000;0,000000000000000
-1;134;;;;;;m23;0,000000000000000;0,000000000000000
-1;135;;;;;;m23;0,000000000000000;0,000000000000000
-1;136;;;;;;m23;0,000000000000000;0,000000000000000
-1;137;;;;;;m23;0,000000000000000;0,000000000000000
-1;138;;;;;;m23;0,000000000000000;0,000000000000000
-1;139;;;;;;m23;0,000000000000000;0,000000000000000
-1;140;;;;;;m23;0,000000000000000;0,000000000000000
-1;141;;;;;;m23;0,000000000000000;0,000000000000000
-1;142;;;;;;m23;0,000000000000000;0,000000000000000
-1;143;;;;;;m23;0,000000000000000;0,000000000000000
-1;144;;;;;;m23;0,000000000000000;0,000000000000000
-1;145;;;;;;m23;0,000000000000000;0,000000000000000
