OID;GYV_KODAS;GTV_KODAS;GTV_PAV;GTV_PAV_PI;GYV_ID;GTV_ID;GTV_R;GTV_RK;GTV_ATR_KO;GAT_KODAS;SHAPE_STLength__
-1;17507;71928;Kapčiamiesčio g.;Kapčiamiesčio g.;6;9390;2007-04-20 00:00:00;2007-04-20 00:00:00;2011-07-08 00:00:00;1571103;424,881860822338410
-1;17507;18651;P. Kalpoko g.;P. Kalpoko g.;6;2690;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230653;1212,346893192711605
-1;17507;18649;Kalniečių g.;Kalniečių g.;6;2670;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1679432;2616,228931773137447
-1;17507;18413;Archyvo g.;Archyvo g.;6;300;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-12-08 00:00:00;1662904;679,272849543080611
-1;17507;18528;Eigulių g.;Eigulių g.;6;1460;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1672567;491,158262002954359
-1;17507;18869;Neries krant.;Neries krant.;6;4900;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1851634;2896,485560865286516
-1;17507;18896;Panerių g.;Panerių g.;6;5180;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-11-08 00:00:00;1685119;6547,224944706072165
-1;17507;66594;Romainiškių g.;Romainiškių g.;6;9373;2006-03-09 00:00:00;2006-03-09 00:00:00;2013-11-13 00:00:00;1255937;1109,642589138666153
-1;17507;67378;Žagrenių g.;Žagrenių g.;6;9376;2006-05-29 00:00:00;2006-05-29 00:00:00;2011-07-08 00:00:00;1533365;251,157067542569933
-1;17507;29823;Miglių tak.;Miglių tak.;6;4505;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1175201;118,496690587951804
-1;17507;30879;Rodūnios g.;Rodūnios g.;6;6175;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1169779;159,981893265211994
-1;17507;18746;Kurtinių g.;Kurtinių g.;6;3670;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1315993;346,821210775795464
-1;17507;18827;Kariūnų pl.;Kariūnų pl.;6;4480;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229926;1091,828750349207667
-1;17507;30047;Medšarkių tak.;Medšarkių tak.;6;4375;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1174152;321,313434948708505
-1;17507;18828;A. Mickevičiaus g.;A. Mickevičiaus g.;6;4490;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1685085;905,256650329096942
-1;17507;18816;Medelyno g.;Medelyno g.;6;4370;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1685051;873,569930831528382
-1;17507;30202;Svirplių tak.;Svirplių tak.;6;7095;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1703484;208,827872874856979
-1;17507;18424;Audros g.;Audros g.;6;410;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1678622;124,326736789775012
-1;17507;19083;Sūkurių g.;Sūkurių g.;6;7070;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1665994;175,798404909886358
-1;17507;18751;Labūnavos g.;Labūnavos g.;6;3720;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1463479;302,810697525858359
-1;17507;30250;Miežėnų g.;Miežėnų g.;6;4502;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1469185;296,223478030579599
-1;17507;16277;Tymo g.;Tymo g.;6;7675;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1242672;445,558661115115740
-1;17507;19105;Islandijos pl.;Islandijos pl.;6;7290;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1228532;6397,617771657861340
-1;17507;19110;Šiltnamių g.;Šiltnamių g.;6;7340;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228437;307,991557763211119
-1;17507;31194;Liucijanavos g.;Liucijanavos g.;6;4097;1998-06-01 00:00:00;2005-10-24 00:00:00;2011-07-08 00:00:00;1168203;1841,900962092426198
-1;17507;31842;S. Banaičio g.;S. Banaičio g.;6;635;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-11-29 00:00:00;1699528;1523,328222857948276
-1;17507;18484;Dainavos g.;Dainavos g.;6;1020;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1231569;304,072651964169609
-1;17507;18431;Aušros g.;Aušros g.;6;480;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1231736;1034,337386610330213
-1;17507;19234;P. Vileišio g.;P. Vileišio g.;6;8600;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1314447;219,016566341139054
-1;17507;30246;M. Dobužinskio g.;M. Dobužinskio g.;6;1275;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173137;115,371803026024708
-1;17507;18755;Laisvės al.;Laisvės al.;6;3760;1998-06-01 00:00:00;1998-06-01 00:00:00;2012-07-17 00:00:00;1230122;1793,183461526208021
-1;17507;18685;Kęstučio g.;Kęstučio g.;6;3040;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230524;1355,803998073282855
-1;17507;19183;Vaidilutės g.;Vaidilutės g.;6;8070;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1672089;87,324250304911899
-1;17507;18799;Maironio g.;Maironio g.;6;4200;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230065;691,568118825037345
-1;17507;19204;Vasario 16-osios g.;Vasario 16-osios g.;6;8290;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1227995;190,099069673420701
-1;17507;19011;L. Sapiegos g.;L. Sapiegos g.;6;6340;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1307271;190,181601010220760
-1;17507;18592;J. Gruodžio g.;J. Gruodžio g.;6;2100;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1665281;373,837886311299485
-1;17507;19188;Vaistinės skg.;Vaistinės skg.;6;8130;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1664008;164,508985717951674
-1;17507;19007;Salantų g.;Salantų g.;6;6300;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-11-09 00:00:00;1315223;653,861879782162987
-1;17507;18416;Astronomijos g.;Astronomijos g.;6;330;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1231793;217,524016002641417
-1;17507;18571;Gimnazijos g.;Gimnazijos g.;6;1890;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1462855;254,690427652790106
-1;17507;18891;Palangos g.;Palangos g.;6;5120;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1315295;208,757513911056719
-1;17507;19054;J. Naugardo g.;J. Naugardo g.;6;6780;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228786;200,003879271986875
-1;17507;18749;V. Kuzmos g.;V. Kuzmos g.;6;3700;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230342;214,999900326028865
-1;17507;18613;J. Jablonskio g.;J. Jablonskio g.;6;2310;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230907;202,672358924715354
-1;17507;18564;Šv. Gertrūdos g.;Šv. Gertrūdos g.;6;1820;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1457219;918,017021227296937
-1;17507;19187;Vaisių g.;Vaisių g.;6;8120;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228183;434,620222570238695
-1;17507;18434;Aviečių g.;Aviečių g.;6;510;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1231755;109,374552719800846
-1;17507;19023;Serbentų g.;Serbentų g.;6;6470;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228877;56,945918534390501
-1;17507;18968;Raseinių g.;Raseinių g.;6;5910;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229103;368,308774585764581
-1;17507;18733;Kriaušių g.;Kriaušių g.;6;3540;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230247;113,976395172603873
-1;17507;19296;Žalioji g.;Žalioji g.;6;9230;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1227464;694,519260623474452
-1;17507;19093;Šauklių g.;Šauklių g.;6;7170;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228475;257,842707291834017
-1;17507;18887;Pakopų tak.;Pakopų tak.;6;5080;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229539;155,244164006973108
-1;17507;19154;Trumpoji g.;Trumpoji g.;6;7780;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1666857;73,138510220566644
-1;17507;18639;Studentų g.;Studentų g.;6;2570;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1316086;1750,567200893075096
-1;17507;31744;M. Krupavičiaus g.;M. Krupavičiaus g.;6;3585;1998-06-01 00:00:00;1998-06-01 00:00:00;2014-01-03 00:00:00;1165348;942,320557981446768
-1;17507;16222;Striaunės g.;Striaunės g.;6;7025;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1456743;674,564353458624623
-1;17507;16261;Ežero g.;Ežero g.;6;1573;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1242782;975,352476865906510
-1;17507;18913;Perkaso tak.;Perkaso tak.;6;5350;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1673047;192,469379723180680
-1;17507;18860;J. Naujalio g.;J. Naujalio g.;6;4810;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1363925;476,395226391151368
-1;17507;18760;Lampėdžių g.;Lampėdžių g.;6;3810;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1822662;423,185969487597617
-1;17507;28324;P. Klimo g.;P. Klimo g.;6;3145;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1837695;246,750940064778803
-1;17507;29649;V. Borisevičiaus g.;V. Borisevičiaus g.;6;845;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1304784;460,636006151560991
-1;17507;19297;Žuvėdrų al.;Žuvėdrų al.;6;9240;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1227479;1081,768665746607439
-1;17507;30050;Pelėdų tak.;Pelėdų tak.;6;5335;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-10-21 00:00:00;1174171;400,134847022492522
-1;17507;30053;Žalvarnių tak.;Žalvarnių tak.;6;9015;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1856947;419,466090282332686
-1;17507;18932;Plieno g.;Plieno g.;6;5540;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229209;324,815033201685139
-1;17507;18568;Gėlių Rato g.;Gėlių Rato g.;6;1860;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1231243;386,104766371857693
-1;17507;18433;P. Plechavičiaus g.;P. Plechavičiaus g.;6;500;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1468212;669,385219731771031
-1;17507;19034;Skaudvilės g.;Skaudvilės g.;6;6580;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-12-07 00:00:00;1813566;334,553109186829943
-1;17507;19164;Ukmergės g.;Ukmergės g.;6;7880;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1666015;933,623217008954384
-1;17507;19063;Spindulių g.;Spindulių g.;6;6870;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1671025;161,022205769386375
-1;17507;19091;Šateikių g.;Šateikių g.;6;7150;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228456;127,798706249187262
-1;17507;19001;Rugiagėlių g.;Rugiagėlių g.;6;6240;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1813528;348,196800724513594
-1;17507;19108;Šilėnų g.;Šilėnų g.;6;7320;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1678269;357,842418014749512
-1;17507;30245;Vikių tak.;Vikių tak.;6;8582;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173122;129,398770004696104
-1;17507;30239;Kmynų tak.;Kmynų tak.;6;3165;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1685908;228,240241326474120
-1;17507;18447;A. Baranausko g.;A. Baranausko g.;6;650;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1684992;1021,531946206799830
-1;17507;18839;V. Mykolaičio-Putino g.;V. Mykolaičio-Putino g.;6;4600;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1676562;105,964410321462509
-1;17507;24391;Puodžių g.;Puodžių g.;6;5730;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1202453;341,185227267462153
-1;17507;18678;Kazlų g.;Kazlų g.;6;2970;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1364022;87,912535552428508
-1;17507;19167;Universiteto g.;Universiteto g.;6;7910;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-12-07 00:00:00;1851778;483,586269062654253
-1;17507;30215;Debesylų tak.;Debesylų tak.;6;1175;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1469147;783,522327771118398
-1;17507;28389;Kėnių skg.;Kėnių skg.;6;3057;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1163637;89,017653530671708
-1;17507;30212;Agurklių tak.;Agurklių tak.;6;25;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1824024;374,863942198394000
-1;17507;30218;Čiobrelių tak.;Čiobrelių tak.;6;983;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1668606;580,987599238593816
-1;17507;30240;Kalendrų tak.;Kalendrų tak.;6;2635;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1685912;243,613501863347324
-1;17507;30226;Salierų tak.;Salierų tak.;6;6305;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1700121;272,022066957436891
-1;17507;18952;A. Purėno g.;A. Purėno g.;6;5750;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1444432;419,322212005235883
-1;17507;16279;Tamsės g.;Tamsės g.;6;7517;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1242691;203,831193777686053
-1;17507;16185;Technikumo g.;Technikumo g.;6;7585;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1243167;1521,325874373862007
-1;17507;18411;Apvijų g.;Apvijų g.;6;280;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-12-08 00:00:00;1678914;307,277045909676247
-1;17507;19161;Tvėrių g.;Tvėrių g.;6;7850;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228312;408,592041270003620
-1;17507;18832;Milikonių skg.;Milikonių skg.;6;4530;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1676558;109,416546222963660
-1;17507;18593;J. Grušo g.;J. Grušo g.;6;2110;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1231095;719,563568409178515
-1;17507;18943;Priekulės g.;Priekulės g.;6;5650;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1444428;280,304254734580695
-1;17507;18863;Nemakščių g.;Nemakščių g.;6;4840;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229596;197,553230228225686
-1;17507;18986;Rietavo g.;Rietavo g.;6;6090;1998-06-01 00:00:00;1998-06-01 00:00:00;2012-08-06 00:00:00;1228972;631,349173066502317
-1;17507;18797;Luokės g.;Luokės g.;6;4180;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1819822;273,806008060129841
-1;17507;30680;Skalvių g.;Skalvių g.;6;6565;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1321263;743,798784242265128
-1;17507;30684;Sembų g.;Sembų g.;6;6315;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1440896;295,094027733700102
-1;17507;30683;Nadruvių g.;Nadruvių g.;6;4758;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1701572;299,722536284945363
-1;17507;18899;Parko g.;Parko g.;6;5210;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1851653;203,853317059656973
-1;17507;19238;S. Nėries g.;S. Nėries g.;6;8640;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1227885;333,572105426203962
-1;17507;30237;Petražolių tak.;Petražolių tak.;6;5395;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173319;88,455435358142168
-1;17507;19066;B. Sruogos g.;B. Sruogos g.;6;6900;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228585;717,283720784111438
-1;17507;16316;Karalgirio g.;Karalgirio g.;6;2832;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1242433;390,312976230881191
-1;17507;18470;Briedžių tak.;Briedžių tak.;6;880;1998-06-01 00:00:00;1998-06-01 00:00:00;2012-07-12 00:00:00;1231482;1479,835874864091920
-1;17507;19090;Šarkuvos g.;Šarkuvos g.;6;7140;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1666823;760,141836074735693
-1;17507;30866;Arnavos g.;Arnavos g.;6;321;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1169692;91,308776342623432
-1;17507;31837;E. Cinzo g.;E. Cinzo g.;6;938;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1662574;272,713757872443011
-1;17507;16275;Vieškeliuko g.;Vieškeliuko g.;6;8545;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1242653;341,012617696274503
-1;17507;47831;Gysločių tak.;Gysločių tak.;6;1893;1999-01-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1243702;98,499788838695736
-1;17507;31034;J. Skvirecko g.;J. Skvirecko g.;6;6675;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1168825;852,271719305598822
-1;17507;19293;Žydrynės g.;Žydrynės g.;6;9200;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1672165;149,096177836897624
-1;17507;18756;Laivelių g.;Laivelių g.;6;3770;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230137;581,914948131314645
-1;17507;19178;Užupio g.;Užupio g.;6;8020;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228111;186,897110848094002
-1;17507;19173;Upytės g.;Upytės g.;6;7970;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1841675;205,864836141269535
-1;17507;30205;Vilkdalgių tak.;Vilkdalgių tak.;6;8615;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1854853;306,484700798583674
-1;17507;30207;Elniaragių tak.;Elniaragių tak.;6;1495;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1668572;134,568581131825141
-1;17507;30241;Šalpusnių tak.;Šalpusnių tak.;6;7122;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1838304;84,459684573898414
-1;17507;48091;Širdažolių tak.;Širdažolių tak.;6;7387;1999-01-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1246606;131,276460269929430
-1;17507;30242;Sidabražolių tak.;Sidabražolių tak.;6;6505;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1700155;105,216800895100761
-1;17507;30244;Dagių tak.;Dagių tak.;6;1015;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173118;129,013066718019360
-1;17507;30243;Jonažolių tak.;Jonažolių tak.;6;2435;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1322312;105,438152577862141
-1;17507;30232;Krienų tak.;Krienų tak.;6;3542;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173304;117,066882428634244
-1;17507;30233;Aronijų tak.;Aronijų tak.;6;322;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1838285;136,725484500785598
-1;17507;30234;Plukių tak.;Plukių tak.;6;5565;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1700136;90,815962843518818
-1;17507;30235;Gelteklių tak.;Gelteklių tak.;6;1796;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1703499;213,228477137309795
-1;17507;30228;Šalavijų tak.;Šalavijų tak.;6;7105;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173266;343,803060174958432
-1;17507;30236;Porų tak.;Porų tak.;6;5585;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1703503;218,806888473285426
-1;17507;30229;Juodgrūdžių tak.;Juodgrūdžių tak.;6;2513;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1469151;481,424396731199010
-1;17507;19279;Šviesos g.;Šviesos g.;6;9050;1998-06-01 00:00:00;1999-01-01 00:00:00;2011-07-08 00:00:00;1314409;400,872793916713249
-1;17507;19041;Skroblų g.;Skroblų g.;6;6650;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228752;170,735930008684193
-1;17507;19147;Topolių g.;Topolių g.;6;7710;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228236;361,625479761728627
-1;17507;18993;Ryšių g.;Ryšių g.;6;6160;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229012;520,648997590270255
-1;17507;18643;Kaimynų g.;Kaimynų g.;6;2610;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1230782;129,283413944045833
-1;17507;18443;J. Žemgulio g.;J. Žemgulio g.;6;610;1998-06-01 00:00:00;1998-12-02 00:00:00;2011-07-08 00:00:00;1454019;713,703631474553390
-1;17507;18844;S. Moniuškos g.;S. Moniuškos g.;6;4650;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1315367;250,041381343818045
-1;17507;19128;P. Vileišio a.;P. Vileišio a.;6;7520;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1457041;200,892564172387921
-1;17507;18569;Giedraičių g.;Giedraičių g.;6;1870;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1672787;288,000109896769061
-1;17507;19113;Šimkaičių g.;Šimkaičių g.;6;7370;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1857871;113,083252637482374
-1;17507;19283;Žemaitės g.;Žemaitės g.;6;9090;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1227627;167,446161362023730
-1;17507;18663;Kanklių g.;Kanklių g.;6;2810;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1463392;128,831869929737366
-1;17507;18950;Puntuko g.;Puntuko g.;6;5720;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1315276;170,727699025453944
-1;17507;19117;Širvintų 2-asis tak.;Širvintų 2-asis tak.;6;7410;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1857886;148,126301168463215
-1;17507;18842;Molėtų g.;Molėtų g.;6;4630;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229759;693,235591188596914
-1;17507;19175;Utenos g.;Utenos g.;6;7990;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228107;465,319122960501204
-1;17507;18857;Nasturtų g.;Nasturtų g.;6;4780;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1848483;192,489048220065257
-1;17507;18390;Alantos g.;Alantos g.;6;70;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1231827;294,383969496755242
-1;17507;18489;Darbininkų g.;Darbininkų g.;6;1070;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1665186;403,338370824664025
-1;17507;19280;Želvos g.;Želvos g.;6;9060;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1227612;195,411198534872426
-1;17507;16363;Sūrės g.;Sūrės g.;6;7075;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1242027;749,093626787971516
-1;17507;30227;Šventagaršvių tak.;Šventagaršvių tak.;6;7475;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173251;337,914261474928765
-1;17507;30231;Pipirmėčių tak.;Pipirmėčių tak.;6;5474;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1854872;136,208759353119888
-1;17507;30230;Krapų tak.;Krapų tak.;6;3455;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1173285;223,457605224656390
-1;17507;18514;Draugystės g.;Draugystės g.;6;1320;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1231459;2335,289186733442875
-1;17507;18829;Mielagėnų g.;Mielagėnų g.;6;4500;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1671977;168,681852776970089
-1;17507;19207;Saulės g.;Saulės g.;6;8320;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1228016;989,675573617671489
-1;17507;19203;Varpo g.;Varpo g.;6;8280;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-09-12 00:00:00;1227976;513,520015785983333
-1;17507;16263;Salyno g.;Salyno g.;6;6307;1998-06-01 00:00:00;1998-08-03 00:00:00;2011-07-08 00:00:00;1454152;267,450935814357081
-1;17507;18864;Nemunėlio g.;Nemunėlio g.;6;4850;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1229615;64,088375189419537
-1;17507;18849;Muravos g.;Muravos g.;6;4700;1998-06-01 00:00:00;1998-06-01 00:00:00;2013-09-11 00:00:00;1671981;304,124183805040161
-1;17507;18495;Daugų g.;Daugų g.;6;1130;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1698369;98,173551228893359
-1;17507;19086;Šakių g.;Šakių g.;6;7100;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1670526;249,438105835744807
-1;17507;19195;Valkininkų g.;Valkininkų g.;6;8200;1998-06-01 00:00:00;1998-06-01 00:00:00;2011-07-08 00:00:00;1851797;60,536622288150582
