OID;APSK_KODAS;APSK_ID;APSK_PAV;SAV_KODAS;SAV_ID;SAV_PAV;CENTRO_ID;PLOTAS;SAV_R;SHAPE_STArea__;SHAPE_STLength__
-1;2;41;Kauno apskr.;19;43;Kauno m. sav.;6;15688,490297000000282;2000-05-01 00:00:00;156884903,010498046875000;87660,017381483412464
